order_id,customer_id,order_date,city,warehouse,distance_km,order_value,order_items,warehouse_load,promised_delivery_days,actual_delivery_days,is_delayed,delay_days,past_delays,is_returned,delivery_cost,return_cost,month,distance_segment,load_segment,delay_probability
ORD04152,CUST0131,2024-12-11 22:00:00,Hyderabad,WH_West,187,29981,5,194,7,9,1,2,3,0,624,0,2024-12,Long,High,0.6539442730164826
ORD04153,CUST0353,2024-12-12 00:00:00,Hyderabad,WH_West,313,32181,5,152,2,2,0,0,1,0,676,0,2024-12,Long,High,0.5307269384419863
ORD04154,CUST0196,2024-12-12 02:00:00,Chennai,WH_South,310,3089,3,182,3,5,1,2,2,0,870,0,2024-12,Long,High,0.7302940912503627
ORD04155,CUST0793,2024-12-12 04:00:00,Kolkata,WH_North,76,24060,2,153,7,8,1,1,1,1,302,500,2024-12,Medium,High,0.638061343226481
ORD04156,CUST0916,2024-12-12 06:00:00,Pune,WH_North,223,3534,8,171,2,7,1,5,3,1,996,500,2024-12,Long,High,0.5892050467278162
ORD04157,CUST0930,2024-12-12 08:00:00,Kolkata,WH_North,211,669,10,178,5,9,1,4,4,0,872,0,2024-12,Long,High,0.5600508993729776
ORD04158,CUST0666,2024-12-12 10:00:00,Kolkata,WH_North,177,27413,9,80,3,3,0,0,2,1,404,500,2024-12,Long,Low,0.6500962631435786
ORD04159,CUST0382,2024-12-12 12:00:00,Hyderabad,WH_South,145,3739,10,212,2,1,0,0,2,0,340,0,2024-12,Medium,High,0.6739504691974499
ORD04160,CUST0645,2024-12-12 14:00:00,Chennai,WH_South,276,3915,11,158,3,5,1,2,3,0,802,0,2024-12,Long,High,0.6880997521543619
ORD04161,CUST0227,2024-12-12 16:00:00,Kolkata,WH_South,218,20452,13,121,7,8,1,1,0,0,586,0,2024-12,Long,Medium,0.6877220910183393
ORD04162,CUST0701,2024-12-12 18:00:00,Kolkata,WH_South,472,11908,9,207,2,1,0,0,5,0,994,0,2024-12,Long,High,0.643013486238414
ORD04163,CUST0476,2024-12-12 20:00:00,Mumbai,WH_North,273,3984,14,176,5,5,0,0,1,0,596,0,2024-12,Long,High,0.3932624251490628
ORD04164,CUST0477,2024-12-12 22:00:00,Mumbai,WH_West,24,18725,5,134,3,4,1,1,3,1,198,500,2024-12,Short,Medium,0.6587028970087636
ORD04165,CUST0265,2024-12-13 00:00:00,Mumbai,WH_East,70,15423,11,64,2,6,1,4,0,0,590,0,2024-12,Medium,Low,0.6878364502027658
ORD04166,CUST0372,2024-12-13 02:00:00,Delhi,WH_South,487,21436,9,105,7,11,1,4,3,0,1424,0,2024-12,Long,Medium,0.658723056265207
ORD04167,CUST0486,2024-12-13 04:00:00,Kolkata,WH_West,307,40112,4,237,7,7,0,0,3,0,664,0,2024-12,Long,High,0.6111352088288248
ORD04168,CUST0434,2024-12-13 06:00:00,Delhi,WH_South,151,19910,2,76,2,2,0,0,3,0,352,0,2024-12,Long,Low,0.5652600143990537
ORD04169,CUST0646,2024-12-13 08:00:00,Chennai,WH_North,433,30497,3,51,7,6,0,0,1,0,916,0,2024-12,Long,Low,0.5654901670310886
ORD04170,CUST0211,2024-12-13 10:00:00,Pune,WH_North,169,37233,1,123,3,4,1,1,3,0,488,0,2024-12,Long,Medium,0.7289497403177336
ORD04171,CUST0572,2024-12-13 12:00:00,Hyderabad,WH_West,382,40452,5,113,3,5,1,2,0,1,1014,500,2024-12,Long,Medium,0.5643637676387049
ORD04172,CUST0940,2024-12-13 14:00:00,Kolkata,WH_West,314,22363,1,54,3,5,1,2,1,1,878,500,2024-12,Long,Low,0.7626589207297299
ORD04173,CUST0377,2024-12-13 16:00:00,Hyderabad,WH_West,10,5880,12,140,3,4,1,1,2,0,170,0,2024-12,Short,Medium,0.5705120257709274
ORD04174,CUST0395,2024-12-13 18:00:00,Pune,WH_North,18,21210,11,117,7,7,0,0,2,0,86,0,2024-12,Short,Medium,0.6963284805911415
ORD04175,CUST0450,2024-12-13 20:00:00,Mumbai,WH_North,136,15785,1,190,2,2,0,0,1,0,322,0,2024-12,Medium,High,0.6158662775410122
ORD04176,CUST0943,2024-12-13 22:00:00,Kolkata,WH_East,346,27760,14,130,7,11,1,4,1,0,1142,0,2024-12,Long,Medium,0.6528575896571485
ORD04177,CUST0364,2024-12-14 00:00:00,Bangalore,WH_West,247,33379,11,134,7,7,0,0,2,0,544,0,2024-12,Long,Medium,0.5770459321935778
ORD04178,CUST0876,2024-12-14 02:00:00,Delhi,WH_East,443,16643,11,72,2,2,0,0,1,0,936,0,2024-12,Long,Low,0.5966066282781959
ORD04179,CUST0457,2024-12-14 04:00:00,Delhi,WH_South,235,7913,13,146,2,4,1,2,2,0,720,0,2024-12,Long,Medium,0.6518332079512115
ORD04180,CUST0725,2024-12-14 06:00:00,Kolkata,WH_East,232,32078,7,227,5,7,1,2,2,0,714,0,2024-12,Long,High,0.5453869174655062
ORD04181,CUST0728,2024-12-14 08:00:00,Pune,WH_South,166,15226,2,173,3,7,1,4,2,1,782,500,2024-12,Long,High,0.6681958694954676
ORD04182,CUST0226,2024-12-14 10:00:00,Mumbai,WH_South,287,27515,8,86,2,2,0,0,1,0,624,0,2024-12,Long,Low,0.5277594517338909
ORD04183,CUST0982,2024-12-14 12:00:00,Delhi,WH_East,267,6483,6,79,7,8,1,1,2,0,684,0,2024-12,Long,Low,0.6952197063401825
ORD04184,CUST0131,2024-12-14 14:00:00,Mumbai,WH_West,135,19678,4,200,3,4,1,1,0,0,420,0,2024-12,Medium,High,0.6042710085173353
ORD04185,CUST0588,2024-12-14 16:00:00,Chennai,WH_South,435,27490,9,211,3,7,1,4,1,0,1320,0,2024-12,Long,High,0.5798958698743887
ORD04186,CUST0476,2024-12-14 18:00:00,Hyderabad,WH_West,229,10821,10,241,7,9,1,2,1,0,708,0,2024-12,Long,High,0.6906720231831095
ORD04187,CUST0798,2024-12-14 20:00:00,Pune,WH_North,262,44329,8,232,2,5,1,3,6,0,874,0,2024-12,Long,High,0.6633911540848315
ORD04188,CUST0986,2024-12-14 22:00:00,Bangalore,WH_South,238,36866,13,248,3,3,0,0,1,0,526,0,2024-12,Long,High,0.4867608483422693
ORD04189,CUST0277,2024-12-15 00:00:00,Hyderabad,WH_North,340,34794,10,166,3,5,1,2,1,0,930,0,2024-12,Long,High,0.5987248997285408
ORD04190,CUST0156,2024-12-15 02:00:00,Hyderabad,WH_East,413,41177,3,58,3,4,1,1,1,0,976,0,2024-12,Long,Low,0.7498015536265997
ORD04191,CUST0760,2024-12-15 04:00:00,Chennai,WH_West,320,35237,3,181,3,2,0,0,7,0,690,0,2024-12,Long,High,0.4452277404810813
ORD04192,CUST0218,2024-12-15 06:00:00,Delhi,WH_East,467,42411,4,115,3,3,0,0,1,0,984,0,2024-12,Long,Medium,0.5469597569836511
ORD04193,CUST0190,2024-12-15 08:00:00,Bangalore,WH_South,28,18386,14,169,7,9,1,2,1,0,306,0,2024-12,Short,High,0.49182158275538534
ORD04194,CUST0417,2024-12-15 10:00:00,Delhi,WH_North,275,44796,9,173,2,2,0,0,2,1,600,500,2024-12,Long,High,0.5368343541885457
ORD04195,CUST0981,2024-12-15 12:00:00,Kolkata,WH_South,99,23291,9,210,2,5,1,3,2,0,548,0,2024-12,Medium,High,0.6058657648119445
ORD04196,CUST0675,2024-12-15 14:00:00,Hyderabad,WH_East,146,8801,5,209,3,5,1,2,3,0,542,0,2024-12,Medium,High,0.6377863636979355
ORD04197,CUST0692,2024-12-15 16:00:00,Kolkata,WH_West,186,35622,12,93,3,2,0,0,2,0,422,0,2024-12,Long,Low,0.5949817517105052
ORD04198,CUST0546,2024-12-15 18:00:00,Mumbai,WH_West,210,38587,9,158,3,5,1,2,2,0,670,0,2024-12,Long,High,0.6588443543663594
ORD04199,CUST0041,2024-12-15 20:00:00,Hyderabad,WH_South,394,33493,6,86,7,7,0,0,2,1,838,500,2024-12,Long,Low,0.5592480181145447
ORD04200,CUST0307,2024-12-15 22:00:00,Delhi,WH_South,466,47788,8,116,7,8,1,1,2,0,1082,0,2024-12,Long,Medium,0.6446832409379546
ORD04201,CUST0943,2024-12-16 00:00:00,Hyderabad,WH_North,85,36279,11,109,5,6,1,1,0,0,320,0,2024-12,Medium,Medium,0.626265659219414
ORD04202,CUST0338,2024-12-16 02:00:00,Mumbai,WH_East,278,37394,8,236,3,6,1,3,2,0,906,0,2024-12,Long,High,0.6528306818753197
ORD04203,CUST0314,2024-12-16 04:00:00,Chennai,WH_South,280,33881,12,85,5,6,1,1,2,1,710,500,2024-12,Long,Low,0.6562735413232363
ORD04204,CUST0075,2024-12-16 06:00:00,Kolkata,WH_North,375,14582,10,98,5,8,1,3,2,0,1100,0,2024-12,Long,Low,0.6019790275919206
ORD04205,CUST0953,2024-12-16 08:00:00,Kolkata,WH_South,450,49750,7,228,5,7,1,2,2,0,1150,0,2024-12,Long,High,0.6285816524868743
ORD04206,CUST0279,2024-12-16 10:00:00,Delhi,WH_West,469,5958,4,156,2,3,1,1,3,0,1088,0,2024-12,Long,High,0.57469547254234
ORD04207,CUST0176,2024-12-16 12:00:00,Hyderabad,WH_North,212,42270,4,57,5,6,1,1,2,0,574,0,2024-12,Long,Low,0.7168671290413726
ORD04208,CUST0896,2024-12-16 14:00:00,Delhi,WH_North,300,22800,6,227,3,5,1,2,2,0,850,0,2024-12,Long,High,0.603786007664242
ORD04209,CUST0662,2024-12-16 16:00:00,Chennai,WH_South,43,3199,14,90,7,6,0,0,1,0,136,0,2024-12,Short,Low,0.30259661161919793
ORD04210,CUST0273,2024-12-16 18:00:00,Hyderabad,WH_East,440,29985,9,150,3,6,1,3,1,0,1230,0,2024-12,Long,Medium,0.514472779191457
ORD04211,CUST0837,2024-12-16 20:00:00,Hyderabad,WH_West,292,40785,7,162,7,9,1,2,1,0,834,0,2024-12,Long,High,0.6596657673253585
ORD04212,CUST0620,2024-12-16 22:00:00,Delhi,WH_East,128,1519,5,158,2,2,0,0,1,0,306,0,2024-12,Medium,High,0.3935507731449809
ORD04213,CUST0651,2024-12-17 00:00:00,Delhi,WH_North,368,32971,5,215,2,7,1,5,1,1,1286,500,2024-12,Long,High,0.6631240606884592
ORD04214,CUST0862,2024-12-17 02:00:00,Mumbai,WH_East,461,49171,8,135,3,3,0,0,3,1,972,500,2024-12,Long,Medium,0.5334782045236373
ORD04215,CUST0783,2024-12-17 04:00:00,Pune,WH_North,287,20770,6,127,2,6,1,4,1,0,1024,0,2024-12,Long,Medium,0.587149195236974
ORD04216,CUST0859,2024-12-17 06:00:00,Pune,WH_East,370,23115,1,104,7,7,0,0,2,0,790,0,2024-12,Long,Medium,0.6805554453511184
ORD04217,CUST0931,2024-12-17 08:00:00,Chennai,WH_South,184,14198,1,159,2,4,1,2,1,1,618,500,2024-12,Long,High,0.6266955441776197
ORD04218,CUST0289,2024-12-17 10:00:00,Pune,WH_East,101,49418,9,245,5,6,1,1,0,1,352,500,2024-12,Medium,High,0.7115201045256709
ORD04219,CUST0724,2024-12-17 12:00:00,Mumbai,WH_North,195,38846,8,195,5,7,1,2,0,0,640,0,2024-12,Long,High,0.6111428579066049
ORD04220,CUST0893,2024-12-17 14:00:00,Kolkata,WH_West,78,7229,6,114,2,2,0,0,1,0,206,0,2024-12,Medium,Medium,0.45359413080371475
ORD04221,CUST0272,2024-12-17 16:00:00,Hyderabad,WH_West,451,40229,13,113,3,3,0,0,5,1,952,500,2024-12,Long,Medium,0.4236082714565953
ORD04222,CUST0930,2024-12-17 18:00:00,Delhi,WH_West,277,11671,1,189,5,5,0,0,4,0,604,0,2024-12,Long,High,0.4652680524459872
ORD04223,CUST0066,2024-12-17 20:00:00,Hyderabad,WH_North,53,14447,14,167,7,10,1,3,3,0,456,0,2024-12,Medium,High,0.6275056002616771
ORD04224,CUST0483,2024-12-17 22:00:00,Hyderabad,WH_East,488,35225,2,218,3,3,0,0,2,0,1026,0,2024-12,Long,High,0.5013523445739979
ORD04225,CUST0936,2024-12-18 00:00:00,Bangalore,WH_West,341,19950,10,91,2,4,1,2,2,0,932,0,2024-12,Long,Low,0.6126420134019479
ORD04226,CUST0248,2024-12-18 02:00:00,Kolkata,WH_West,214,13800,3,166,3,6,1,3,0,0,778,0,2024-12,Long,High,0.6888633852851348
ORD04227,CUST0156,2024-12-18 04:00:00,Bangalore,WH_West,120,19564,10,237,3,7,1,4,0,0,690,0,2024-12,Medium,High,0.7014559606414656
ORD04228,CUST0047,2024-12-18 06:00:00,Pune,WH_South,27,4941,12,99,3,3,0,0,0,0,104,0,2024-12,Short,Low,0.3950602575559386
ORD04229,CUST0935,2024-12-18 08:00:00,Hyderabad,WH_North,102,46279,3,213,3,6,1,3,4,1,554,500,2024-12,Medium,High,0.7045367039293096
ORD04230,CUST0454,2024-12-18 10:00:00,Delhi,WH_North,332,19832,2,97,2,2,0,0,2,0,714,0,2024-12,Long,Low,0.5614175664678527
ORD04231,CUST0201,2024-12-18 12:00:00,Hyderabad,WH_North,401,20615,12,248,2,4,1,2,1,0,1052,0,2024-12,Long,High,0.6799742686192062
ORD04232,CUST0660,2024-12-18 14:00:00,Kolkata,WH_North,411,34369,2,122,5,7,1,2,2,0,1072,0,2024-12,Long,Medium,0.6845846073300682
ORD04233,CUST0124,2024-12-18 16:00:00,Bangalore,WH_North,317,22368,6,185,5,4,0,0,1,0,684,0,2024-12,Long,High,0.5472780759202365
ORD04234,CUST0001,2024-12-18 18:00:00,Delhi,WH_South,194,42497,7,202,7,7,0,0,2,0,438,0,2024-12,Long,High,0.5735315279119381
ORD04235,CUST0968,2024-12-18 20:00:00,Hyderabad,WH_East,186,21115,4,184,7,8,1,1,3,0,522,0,2024-12,Long,High,0.6498502619211568
ORD04236,CUST0759,2024-12-18 22:00:00,Chennai,WH_South,152,14115,1,155,5,6,1,1,0,0,454,0,2024-12,Long,High,0.5598254637873132
ORD04237,CUST0855,2024-12-19 00:00:00,Kolkata,WH_West,346,15232,6,57,5,9,1,4,5,0,1142,0,2024-12,Long,Low,0.6995039401003873
ORD04238,CUST0640,2024-12-19 02:00:00,Kolkata,WH_South,499,25867,7,159,3,3,0,0,1,0,1048,0,2024-12,Long,High,0.6058759025900811
ORD04239,CUST0191,2024-12-19 04:00:00,Chennai,WH_North,440,45634,4,80,5,9,1,4,5,0,1330,0,2024-12,Long,Low,0.7277026579386197
ORD04240,CUST0579,2024-12-19 06:00:00,Hyderabad,WH_South,27,43238,6,61,7,8,1,1,2,1,204,500,2024-12,Short,Low,0.52237241184462
ORD04241,CUST0516,2024-12-19 08:00:00,Kolkata,WH_North,109,46260,9,176,5,9,1,4,2,0,668,0,2024-12,Medium,High,0.6575884689292404
ORD04242,CUST0442,2024-12-19 10:00:00,Delhi,WH_South,167,1481,4,106,3,5,1,2,1,0,584,0,2024-12,Long,Medium,0.46402536285106266
ORD04243,CUST0921,2024-12-19 12:00:00,Hyderabad,WH_North,71,22054,12,243,7,10,1,3,1,1,492,500,2024-12,Medium,High,0.6907080264224561
ORD04244,CUST0815,2024-12-19 14:00:00,Hyderabad,WH_West,294,25819,14,189,2,2,0,0,2,0,638,0,2024-12,Long,High,0.49534678888285977
ORD04245,CUST0806,2024-12-19 16:00:00,Bangalore,WH_North,293,16630,10,76,5,6,1,1,2,0,736,0,2024-12,Long,Low,0.6565269197606542
ORD04246,CUST0143,2024-12-19 18:00:00,Kolkata,WH_South,50,19315,4,95,2,2,0,0,2,0,150,0,2024-12,Short,Low,0.5103020605500164
ORD04247,CUST0191,2024-12-19 20:00:00,Kolkata,WH_West,85,9066,10,184,7,7,0,0,2,0,220,0,2024-12,Medium,High,0.632678669160357
ORD04248,CUST0533,2024-12-19 22:00:00,Chennai,WH_South,433,26829,12,110,5,6,1,1,0,0,1016,0,2024-12,Long,Medium,0.6704593739357714
ORD04249,CUST0227,2024-12-20 00:00:00,Bangalore,WH_West,151,6849,5,235,2,4,1,2,3,0,552,0,2024-12,Long,High,0.5384426910775806
ORD04250,CUST0313,2024-12-20 02:00:00,Pune,WH_East,226,11228,3,107,5,4,0,0,1,0,502,0,2024-12,Long,Medium,0.7058766628254364
ORD04251,CUST0629,2024-12-20 04:00:00,Bangalore,WH_East,347,40816,10,62,2,3,1,1,1,0,844,0,2024-12,Long,Low,0.705603371693782
ORD04252,CUST0949,2024-12-20 06:00:00,Kolkata,WH_East,19,18875,2,230,2,3,1,1,0,0,188,0,2024-12,Short,High,0.6784758752125103
ORD04253,CUST0302,2024-12-20 08:00:00,Hyderabad,WH_South,383,22314,9,149,7,7,0,0,1,0,816,0,2024-12,Long,Medium,0.5426472288233068
ORD04254,CUST0654,2024-12-20 10:00:00,Bangalore,WH_South,125,36714,13,242,5,6,1,1,3,0,400,0,2024-12,Medium,High,0.6925182122664016
ORD04255,CUST0996,2024-12-20 12:00:00,Chennai,WH_West,82,22045,1,98,2,4,1,2,3,0,414,0,2024-12,Medium,Low,0.6353978946825226
ORD04256,CUST0460,2024-12-20 14:00:00,Bangalore,WH_West,326,46088,5,84,5,5,0,0,3,0,702,0,2024-12,Long,Low,0.5764850071990533
ORD04257,CUST0401,2024-12-20 16:00:00,Chennai,WH_West,299,19453,5,143,5,7,1,2,2,1,848,500,2024-12,Long,Medium,0.6321062617300648
ORD04258,CUST0551,2024-12-20 18:00:00,Pune,WH_West,245,3372,8,144,3,4,1,1,0,1,640,500,2024-12,Long,Medium,0.6421321035863994
ORD04259,CUST0393,2024-12-20 20:00:00,Bangalore,WH_North,22,9868,6,194,7,10,1,3,1,0,394,0,2024-12,Short,High,0.7001095277704117
ORD04260,CUST0867,2024-12-20 22:00:00,Chennai,WH_East,260,34603,6,121,5,5,0,0,1,0,570,0,2024-12,Long,Medium,0.6160601446036946
ORD04261,CUST0764,2024-12-21 00:00:00,Bangalore,WH_North,458,5913,6,244,5,8,1,3,2,0,1266,0,2024-12,Long,High,0.5260621040643371
ORD04262,CUST0845,2024-12-21 02:00:00,Pune,WH_North,447,29769,4,172,5,5,0,0,4,0,944,0,2024-12,Long,High,0.5419873140999386
ORD04263,CUST0207,2024-12-21 04:00:00,Bangalore,WH_North,420,49764,1,59,7,8,1,1,2,0,990,0,2024-12,Long,Low,0.6283909983684136
ORD04264,CUST0210,2024-12-21 06:00:00,Delhi,WH_North,281,20656,3,211,7,7,0,0,0,0,612,0,2024-12,Long,High,0.5646478668333659
ORD04265,CUST0115,2024-12-21 08:00:00,Chennai,WH_East,428,13923,13,53,5,8,1,3,1,1,1206,500,2024-12,Long,Low,0.729895068655245
ORD04266,CUST0737,2024-12-21 10:00:00,Pune,WH_North,480,38562,13,174,7,9,1,2,3,0,1210,0,2024-12,Long,High,0.6451213555354322
ORD04267,CUST0646,2024-12-21 12:00:00,Chennai,WH_West,31,43305,10,78,3,2,0,0,1,0,112,0,2024-12,Short,Low,0.6126093954022501
ORD04268,CUST0251,2024-12-21 14:00:00,Chennai,WH_South,6,2487,12,95,7,6,0,0,2,0,62,0,2024-12,Short,Low,0.258677538924553
ORD04269,CUST0219,2024-12-21 16:00:00,Mumbai,WH_West,357,38097,11,223,3,3,0,0,2,0,764,0,2024-12,Long,High,0.611118651184321
ORD04270,CUST0407,2024-12-21 18:00:00,Pune,WH_South,468,18869,6,126,3,3,0,0,3,0,986,0,2024-12,Long,Medium,0.5215961588136049
ORD04271,CUST0443,2024-12-21 20:00:00,Bangalore,WH_West,299,28368,5,108,3,4,1,1,3,1,748,500,2024-12,Long,Medium,0.6144944610416738
ORD04272,CUST0603,2024-12-21 22:00:00,Chennai,WH_West,474,11934,10,238,2,4,1,2,2,0,1198,0,2024-12,Long,High,0.7268698804647161
ORD04273,CUST0354,2024-12-22 00:00:00,Kolkata,WH_South,316,15048,1,245,7,11,1,4,0,0,1082,0,2024-12,Long,High,0.5439547903086348
ORD04274,CUST0888,2024-12-22 02:00:00,Mumbai,WH_East,367,17136,5,115,5,9,1,4,3,0,1184,0,2024-12,Long,Medium,0.7039949141084081
ORD04275,CUST0558,2024-12-22 04:00:00,Delhi,WH_North,387,32883,2,211,3,5,1,2,2,1,1024,500,2024-12,Long,High,0.6657758840797608
ORD04276,CUST0550,2024-12-22 06:00:00,Chennai,WH_West,243,42696,1,156,5,4,0,0,1,0,536,0,2024-12,Long,High,0.5073286546759561
ORD04277,CUST0142,2024-12-22 08:00:00,Chennai,WH_East,17,17507,4,135,3,3,0,0,3,0,84,0,2024-12,Short,Medium,0.554376153102596
ORD04278,CUST0612,2024-12-22 10:00:00,Mumbai,WH_North,386,36424,6,182,5,6,1,1,1,0,922,0,2024-12,Long,High,0.6323171887042861
ORD04279,CUST0501,2024-12-22 12:00:00,Bangalore,WH_East,188,30711,7,58,2,3,1,1,2,1,526,500,2024-12,Long,Low,0.646007008167407
ORD04280,CUST0840,2024-12-22 14:00:00,Kolkata,WH_East,198,11828,9,69,3,4,1,1,4,0,546,0,2024-12,Long,Low,0.6430457466229317
ORD04281,CUST0702,2024-12-22 16:00:00,Delhi,WH_North,466,3889,5,198,2,6,1,4,5,0,1382,0,2024-12,Long,High,0.7833113809596913
ORD04282,CUST0547,2024-12-22 18:00:00,Chennai,WH_West,60,9958,8,176,2,5,1,3,4,0,470,0,2024-12,Medium,High,0.642910717103168
ORD04283,CUST0659,2024-12-22 20:00:00,Bangalore,WH_East,234,3445,8,66,7,7,0,0,3,0,518,0,2024-12,Long,Low,0.5268036051892289
ORD04284,CUST0542,2024-12-22 22:00:00,Pune,WH_West,493,9852,11,61,5,5,0,0,3,0,1036,0,2024-12,Long,Low,0.5785795863908951
ORD04285,CUST0846,2024-12-23 00:00:00,Kolkata,WH_West,32,10986,9,131,3,6,1,3,0,0,414,0,2024-12,Short,Medium,0.6374121530289805
ORD04286,CUST0507,2024-12-23 02:00:00,Pune,WH_West,324,41900,3,116,2,5,1,3,2,0,998,0,2024-12,Long,Medium,0.5782487687204038
ORD04287,CUST0596,2024-12-23 04:00:00,Kolkata,WH_North,75,2592,3,182,5,5,0,0,1,0,200,0,2024-12,Medium,High,0.33365969187700223
ORD04288,CUST0881,2024-12-23 06:00:00,Delhi,WH_South,214,37027,9,237,7,9,1,2,1,1,678,500,2024-12,Long,High,0.6551879498103321
ORD04289,CUST0281,2024-12-23 08:00:00,Hyderabad,WH_West,452,5612,7,102,5,7,1,2,2,0,1154,0,2024-12,Long,Medium,0.6255100903061901
ORD04290,CUST0424,2024-12-23 10:00:00,Kolkata,WH_South,188,17437,4,229,5,6,1,1,4,0,526,0,2024-12,Long,High,0.6197194140933839
ORD04291,CUST0856,2024-12-23 12:00:00,Hyderabad,WH_South,429,38172,1,225,7,7,0,0,3,0,908,0,2024-12,Long,High,0.5605986157656855
ORD04292,CUST0270,2024-12-23 14:00:00,Pune,WH_East,379,46526,7,196,7,10,1,3,3,0,1108,0,2024-12,Long,High,0.5834402368606415
ORD04293,CUST0154,2024-12-23 16:00:00,Kolkata,WH_West,360,1612,10,194,7,9,1,2,0,0,970,0,2024-12,Long,High,0.732016970764614
ORD04294,CUST0614,2024-12-23 18:00:00,Delhi,WH_West,45,36045,6,103,2,2,0,0,2,0,140,0,2024-12,Short,Medium,0.6293711179894631
ORD04295,CUST0727,2024-12-23 20:00:00,Mumbai,WH_West,488,32240,3,117,5,7,1,2,3,0,1226,0,2024-12,Long,Medium,0.642317178785477
ORD04296,CUST0662,2024-12-23 22:00:00,Delhi,WH_South,496,23981,14,84,7,9,1,2,2,1,1242,500,2024-12,Long,Low,0.7658012673940242
ORD04297,CUST0944,2024-12-24 00:00:00,Delhi,WH_North,264,48855,5,137,5,8,1,3,3,1,878,500,2024-12,Long,Medium,0.5913922556030662
ORD04298,CUST0083,2024-12-24 02:00:00,Mumbai,WH_South,445,10525,3,218,5,5,0,0,0,0,940,0,2024-12,Long,High,0.6400523766608172
ORD04299,CUST0622,2024-12-24 04:00:00,Mumbai,WH_West,418,34582,8,190,2,7,1,5,3,0,1386,0,2024-12,Long,High,0.6408441494337409
ORD04300,CUST0947,2024-12-24 06:00:00,Bangalore,WH_West,348,14062,5,210,5,5,0,0,5,0,746,0,2024-12,Long,High,0.4471610991433085
ORD04301,CUST0899,2024-12-24 08:00:00,Kolkata,WH_West,88,11804,10,64,2,3,1,1,1,0,326,0,2024-12,Medium,Low,0.6844707846365927
ORD04302,CUST0426,2024-12-24 10:00:00,Pune,WH_South,50,7515,10,240,7,9,1,2,4,0,350,0,2024-12,Short,High,0.45049184402627424
ORD04303,CUST0275,2024-12-24 12:00:00,Bangalore,WH_West,444,45385,6,64,7,8,1,1,1,1,1038,500,2024-12,Long,Low,0.6685588633232149
ORD04304,CUST0713,2024-12-24 14:00:00,Mumbai,WH_East,163,6210,2,80,5,6,1,1,4,0,476,0,2024-12,Long,Low,0.6611271687903976
ORD04305,CUST0284,2024-12-24 16:00:00,Hyderabad,WH_West,348,13088,8,156,2,5,1,3,0,0,1046,0,2024-12,Long,High,0.6681527280222348
ORD04306,CUST0980,2024-12-24 18:00:00,Pune,WH_North,11,21467,9,205,2,3,1,1,3,0,172,0,2024-12,Short,High,0.6407307763258738
ORD04307,CUST0173,2024-12-24 20:00:00,Hyderabad,WH_East,478,22404,3,59,3,4,1,1,2,1,1106,500,2024-12,Long,Low,0.7669250887978574
ORD04308,CUST0327,2024-12-24 22:00:00,Delhi,WH_West,337,24756,13,106,3,3,0,0,3,0,724,0,2024-12,Long,Medium,0.5377841454573308
ORD04309,CUST0718,2024-12-25 00:00:00,Chennai,WH_East,442,25552,6,248,7,6,0,0,4,0,934,0,2024-12,Long,High,0.42199246427486337
ORD04310,CUST0063,2024-12-25 02:00:00,Delhi,WH_West,140,15936,6,210,7,7,0,0,1,0,330,0,2024-12,Medium,High,0.5882866883490361
ORD04311,CUST0073,2024-12-25 04:00:00,Delhi,WH_North,187,22315,2,56,3,7,1,4,0,0,824,0,2024-12,Long,Low,0.6213530869371235
ORD04312,CUST0763,2024-12-25 06:00:00,Chennai,WH_West,201,15696,10,182,2,4,1,2,1,0,652,0,2024-12,Long,High,0.6290681232531963
ORD04313,CUST0636,2024-12-25 08:00:00,Kolkata,WH_East,176,18589,8,174,5,9,1,4,3,0,802,0,2024-12,Long,High,0.6125603439778772
ORD04314,CUST0375,2024-12-25 10:00:00,Mumbai,WH_North,401,18104,5,168,5,4,0,0,1,0,852,0,2024-12,Long,High,0.6334045616839559
ORD04315,CUST0633,2024-12-25 12:00:00,Hyderabad,WH_South,353,3006,11,129,2,4,1,2,1,1,956,500,2024-12,Long,Medium,0.5900173793785147
ORD04316,CUST0508,2024-12-25 14:00:00,Delhi,WH_North,280,33084,11,173,7,6,0,0,1,0,610,0,2024-12,Long,High,0.5234205471150619
ORD04317,CUST0787,2024-12-25 16:00:00,Chennai,WH_North,82,21209,8,106,5,7,1,2,1,0,414,0,2024-12,Medium,Medium,0.5849801176965019
ORD04318,CUST0943,2024-12-25 18:00:00,Bangalore,WH_North,420,45340,14,121,2,2,0,0,3,0,890,0,2024-12,Long,Medium,0.6522768134338105
ORD04319,CUST0398,2024-12-25 20:00:00,Delhi,WH_East,448,49404,13,217,5,5,0,0,2,0,946,0,2024-12,Long,High,0.5898284885346422
ORD04320,CUST0120,2024-12-25 22:00:00,Hyderabad,WH_North,182,47611,14,77,2,3,1,1,4,0,514,0,2024-12,Long,Low,0.6922358590628158
ORD04321,CUST0934,2024-12-26 00:00:00,Mumbai,WH_West,31,38747,8,85,3,3,0,0,2,0,112,0,2024-12,Short,Low,0.5271655206455231
ORD04322,CUST0437,2024-12-26 02:00:00,Delhi,WH_North,124,43702,12,105,3,5,1,2,4,0,498,0,2024-12,Medium,Medium,0.65568115042792
ORD04323,CUST0829,2024-12-26 04:00:00,Delhi,WH_North,285,3590,3,224,5,7,1,2,0,1,820,500,2024-12,Long,High,0.7055629710437311
